,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,constellation
39903,4.74,122.25357658,-61.3017058,46.75,-155.04,-297.69,8.150238438666667,1991.25,Carina
39906,4.4,122.2568477,-19.24500094,6.9,-9.97,-5.46,8.150456513333333,1991.25,Puppis
39953,1.75,122.38314727,-47.33661177,3.88,-5.93,9.9,8.158876484666667,1991.25,Vela
40084,4.72,122.81800545,-12.92701835,17.64,-26.04,8.08,8.18786703,1991.25,Puppis
40091,4.44,122.83958436,-39.61855304,1.74,-8.91,3.1,8.189305624000001,1991.25,Puppis
40096,4.73,122.85790344,-42.98728888,0.7,-5.33,4.6,8.190526896,1991.25,Puppis
40167,4.67,123.05295353,17.64813756,39.11,28.29,-150.94,8.203530235333334,1991.25,Cancer
40259,4.99,123.33322933,-15.78821451,2.65,-11.52,-2.85,8.222215288666666,1991.25,Puppis
40274,4.78,123.37301019,-35.89954225,3.33,-7.3,10.07,8.224867346,1991.25,Puppis
40326,4.42,123.51202967,-40.34773028,10.5,44.84,-65.79,8.234135311333334,1991.25,Puppis
40526,3.53,124.12895101,9.18566295,11.23,-46.8,-48.65,8.275263400666667,1991.25,Cancer
40702,4.05,124.6302785,-76.91998251,51.4,109.84,106.92,8.308685233333334,1991.25,Chamaleon
40706,4.44,124.6391383,-36.65953286,35.06,-111.27,100.62,8.309275886666667,1991.25,Puppis
40888,4.34,125.16203304,-77.4845764,21.22,-129.09,40.78,8.344135536,1991.25,Chamaleon
40945,4.83,125.34597645,-33.05437199,3.89,-11.31,2.38,8.35639843,1991.25,Puppis
41037,1.86,125.62860299,-59.50953829,5.16,-25.34,22.72,8.375240199333334,1991.25,Carina
41039,4.79,125.63207774,-48.49039742,2.16,-6.28,6.81,8.375471849333334,1991.25,Vela
41075,4.25,125.70887544,43.18837233,8.39,-25.62,-99.44,8.380591696,1991.25,Lynx
41307,3.91,126.41529546,-3.90636482,26.09,-66.05,-24.2,8.427686364,1991.25,Hydra
41312,3.77,126.43435936,-66.13652042,30.21,-35.83,-152.15,8.428957290666666,1991.25,Volans
41704,3.35,127.56679232,60.7184311,17.76,-134.31,-107.73,8.504452821333334,1991.25,Ursa Major
42134,4.84,128.83186765,-58.0092947,14.21,53.8,27.3,8.588791176666666,1991.25,Carina
42312,4.11,129.41100573,-42.98910371,2.27,-10.38,9.47,8.627400382,1991.25,Vela
42313,4.14,129.41419739,5.70379868,18.21,-70.27,-6.99,8.627613159333333,1991.25,Hydra
42402,4.45,129.68936993,3.34147477,9.25,-19.03,-16.29,8.645957995333333,1991.25,Hydra
42483,4.86,129.92704475,-29.56086189,13.83,-25.41,-91.25,8.661802983333333,1991.25,Pyxis
42509,4.98,130.00633068,-12.47537441,7.78,-79.88,0.93,8.667088712,1991.25,Hydra
42515,3.97,130.02556894,-35.30830091,8.4,9.68,-21.18,8.668371262666666,1991.25,Pyxis
42527,4.59,130.05374429,64.32787175,12.92,-59.42,26.44,8.670249619333333,1991.25,Ursa Major
42536,3.6,130.07337168,-52.92197259,6.59,-24.62,35.09,8.671558112000001,1991.25,Vela
42568,4.31,130.15431317,-59.76101468,2.31,-6.87,4.92,8.676954211333333,1991.25,Carina
42570,3.77,130.15656369,-46.64875492,1.05,-6.3,4.29,8.677104246,1991.25,Vela
42624,4.74,130.3047503,-47.31714129,1.72,-10.53,6.87,8.686983353333334,1991.25,Vela
42662,4.87,130.43055822,-15.94314865,15.98,3.54,-96.82,8.695370548,1991.25,Hydra
42726,4.83,130.6058767,-53.11404062,6.8,-24.88,23.21,8.707058446666668,1991.25,Vela
42799,4.3,130.80619315,3.39866539,6.99,-19.14,-1.29,8.720412876666668,1991.25,Hydra
42806,4.66,130.82172127,21.46859609,20.58,-106.94,-39.25,8.721448084666667,1991.25,Cancer
42828,3.68,130.89811451,-33.18641133,3.86,-14.28,10.6,8.726540967333333,1991.25,Pyxis
42835,4.63,130.91825129,-7.23372781,5.4,-11.68,-1.05,8.727883419333333,1991.25,Hydra
42884,4.05,131.09985828,-42.64932331,14.27,-23.88,19.46,8.739990552,1991.25,Vela
42911,3.94,131.17129209,18.15486399,23.97,-17.1,-228.46,8.744752806000001,1991.25,Cancer
42913,1.93,131.17582214,-54.70856797,40.9,28.78,-104.14,8.745054809333334,1991.25,Vela
43023,3.87,131.50689464,-46.0415392,2.1,-12.23,4.82,8.767126309333333,1991.25,Vela
43067,4.32,131.5938644,-13.54770494,14.38,17.57,-6.22,8.772924293333334,1991.25,Hydra
43103,4.03,131.67430955,28.76000509,10.94,-20.69,-43.95,8.778287303333334,1991.25,Cancer
43105,4.5,131.67733004,-56.76979718,5.97,-9.4,8.64,8.778488669333333,1991.25,Carina
43109,3.38,131.6943593,6.41890691,24.13,-231.04,-40.17,8.779623953333333,1991.25,Hydra
43234,4.35,132.10825351,5.83788486,9.67,-17.51,-29.79,8.807216900666667,1991.25,Hydra
43347,4.94,132.44853466,-45.30790977,3.94,-12.39,14.42,8.829902310666666,1991.25,Vela
43409,4.02,132.63338051,-27.71005869,15.63,-133.49,88.16,8.842225367333333,1991.25,Pyxis
43783,3.84,133.76192355,-60.64471195,10.45,-28.18,42.24,8.91746157,1991.25,Carina
43813,3.11,133.84868687,5.9455277,21.64,-99.76,14.65,8.923245791333333,1991.25,Hydra
43825,4.87,133.8813149,-27.68162589,14.4,83.0,-100.92,8.925420993333335,1991.25,Pyxis
43878,4.68,134.0803251,-52.72351071,8.68,-16.58,14.6,8.93868834,1991.25,Vela
43937,4.93,134.24344613,-59.22935883,5.25,-8.43,8.65,8.949563075333334,1991.25,Carina
44066,4.26,134.62165408,11.85777198,18.79,41.45,-29.22,8.974776938666668,1991.25,Cancer
44127,3.12,134.80349479,48.04234956,68.32,-441.12,-215.21,8.986899652666667,1991.25,Ursa Major
44191,4.45,135.02266724,-41.25373789,16.19,-40.67,54.59,9.001511149333334,1991.25,Vela
44248,3.96,135.16146765,41.78344401,60.86,-487.67,-219.29,9.01076451,1991.25,Lynx
44382,4.0,135.61166181,-66.39584369,26.24,-2.01,-95.8,9.040777453999999,1991.25,Volans
44390,4.74,135.63635792,67.62957486,11.35,-22.08,18.15,9.042423861333333,1991.25,Ursa Major
44471,3.57,135.90649494,47.15665934,7.71,-37.37,-55.39,9.060432996,1991.25,Ursa Major
44511,3.75,136.03883562,-47.09771376,10.55,-46.82,-9.57,9.069255707999998,1991.25,Vela
44599,4.47,136.28679299,-72.60269387,7.18,-8.44,-4.72,9.085786199333334,1991.25,Carina
44626,4.66,136.40992522,-70.53852074,3.02,-4.36,9.89,9.093995014666666,1991.25,Carina
44659,4.99,136.49324097,5.09234249,2.69,-18.97,-11.01,9.099549397999999,1991.25,Hydra
44700,4.56,136.63245022,38.45225024,4.81,-28.37,-14.34,9.108830014666667,1991.25,Lynx
44816,2.23,136.99907126,-43.43262406,5.69,-23.21,14.28,9.133271417333333,1991.25,Vela
44824,4.62,137.01190516,-25.85853691,6.69,35.83,0.49,9.134127010666667,1991.25,Pyxis
44901,4.46,137.21827365,51.60472728,34.12,-137.81,-32.48,9.147884909999998,1991.25,Ursa Major
45038,4.8,137.59802574,67.13423886,48.87,12.88,-90.85,9.173201716,1991.25,Ursa Major
45075,4.67,137.72887992,63.51378087,26.79,99.16,-60.96,9.181925328,1991.25,Ursa Major
45080,3.43,137.74210535,-58.96693014,7.79,-17.67,14.14,9.182807023333334,1991.25,Carina
45085,4.99,137.76834415,-44.86791223,-0.26,-4.42,4.32,9.184556276666665,1991.25,Vela
45101,3.96,137.81986611,-62.31701587,6.53,-38.04,15.93,9.187991074,1991.25,Carina
45238,1.67,138.30100329,-69.71747245,29.34,-157.66,108.91,9.220066886000001,1991.25,Carina
45336,3.89,138.59080529,2.31502422,25.34,112.57,-306.07,9.239387019333332,1991.25,Hydra
45439,4.92,138.90317393,-38.56991789,14.49,-71.22,-10.06,9.260211595333335,1991.25,Vela
45448,4.63,138.93778941,-37.41312644,19.69,13.85,-7.26,9.262519293999999,1991.25,Vela
45493,4.8,139.04699516,54.02171207,27.55,49.14,59.79,9.269799677333333,1991.25,Ursa Major
45496,4.34,139.05042678,-57.54143764,6.08,-27.77,-14.77,9.270028452,1991.25,Carina
45556,2.21,139.27261834,-59.27526115,4.71,-19.03,13.11,9.284841222666667,1991.25,Carina
45688,3.82,139.71111394,36.80289763,26.75,-32.61,-123.78,9.314074262666667,1991.25,Lynx
45751,4.77,139.94332821,-11.97488214,10.2,-27.92,12.16,9.329555214,1991.25,Hydra
45811,4.8,140.12094162,-9.55562948,13.39,-13.42,-26.8,9.341396108,1991.25,Hydra
45856,4.79,140.23679302,-62.40463293,14.65,-14.29,0.2,9.349119534666666,1991.25,Carina
45860,3.14,140.26441169,34.39252592,14.69,-222.8,14.78,9.350960779333333,1991.25,Lynx
45902,4.71,140.37332838,-25.96541642,6.25,-12.28,-9.2,9.358221892,1991.25,Pyxis
45941,2.47,140.52845511,-55.01069531,6.05,-10.72,11.24,9.368563674,1991.25,Vela
46026,4.71,140.80140137,-28.83392305,17.92,-128.65,20.58,9.386760091333334,1991.25,Pyxis
46146,4.47,141.16366395,26.18244091,15.28,-31.13,-48.06,9.41091093,1991.25,Leo
46371,4.72,141.82623904,-22.3434176,18.53,171.66,-150.17,9.455082602666666,1991.25,Hydra
46390,1.99,141.8968826,-8.65868335,18.4,-14.49,33.25,9.459792173333334,1991.25,Hydra
46509,4.59,142.28682816,-2.76895627,58.48,100.93,-3.15,9.485788544,1991.25,Hydra
46515,4.51,142.31140615,-35.9513478,4.66,-24.74,5.07,9.487427076666668,1991.25,Antlia
46651,3.6,142.67547063,-40.46688763,53.89,-147.14,48.65,9.511698042,1991.25,Vela
46701,3.16,142.80564072,-57.0343916,13.72,-32.58,6.08,9.520376048000001,1991.25,Vela
46733,3.65,142.88154025,63.06179545,43.2,107.55,26.86,9.525436016666667,1991.25,Ursa Major
46750,4.32,142.93016816,22.96806545,9.69,-19.38,-39.04,9.528677877333333,1991.25,Leo
46771,4.99,142.98663458,11.3000307,13.67,-89.92,-84.0,9.532442305333332,1991.25,Leo
46776,4.54,142.99556148,-1.18465438,7.11,-11.42,-3.87,9.533037431999999,1991.25,Hydra
46853,3.17,143.21802191,51.67860208,74.15,-947.06,-535.6,9.547868127333334,1991.25,Ursa Major
46952,4.54,143.5557374,36.39761338,18.52,6.82,-22.89,9.570382493333334,1991.25,Leo Minor
46974,4.08,143.61109601,-59.22976797,1.65,-11.23,6.02,9.574073067333334,1991.25,Carina
46977,4.54,143.62069943,69.83015419,30.89,-63.9,77.59,9.574713295333334,1991.25,Ursa Major
47006,4.47,143.70622878,52.05156754,12.21,-65.07,-37.3,9.580415252,1991.25,Ursa Major
47029,4.81,143.76605199,39.62144313,14.23,-29.64,20.67,9.584403466,1991.25,Lynx
47175,4.34,144.2069042,-49.3551286,30.35,-130.56,42.29,9.613793613333334,1991.25,Vela
47193,4.28,144.27229969,81.32642085,3.03,-16.77,-15.95,9.618153312666667,1991.25,Draco
47310,4.68,144.6141046,4.64941422,11.9,-165.45,-49.93,9.640940306666666,1991.25,Hydra
47391,4.51,144.83767061,-61.32810523,14.57,-34.89,18.6,9.655844707333333,1991.25,Carina
47431,3.9,144.96389156,-1.14265722,11.83,47.81,-62.92,9.664259437333333,1991.25,Hydra
47508,3.52,145.28799116,9.89239902,24.12,-143.67,-37.45,9.685866077333333,1991.25,Leo
47522,4.76,145.32094152,-23.59152139,6.56,-29.14,3.02,9.688062768,1991.25,Hydra
47592,4.93,145.56113137,-23.91620867,67.19,-399.23,263.18,9.704075424666666,1991.25,Hydra
47758,4.78,146.05054261,-27.76956287,8.49,-53.06,37.76,9.736702840666668,1991.25,Antlia
47854,3.69,146.31178147,-62.50792328,2.16,-12.88,8.28,9.754118764666666,1991.25,Carina
47908,2.97,146.4629267,23.77427792,13.01,-46.09,-9.57,9.764195113333333,1991.25,Leo
48002,2.92,146.7755734,-65.07201888,2.01,-11.55,4.97,9.785038226666668,1991.25,Carina
48319,3.78,147.74871542,59.03910437,28.35,-294.45,-151.75,9.849914361333333,1991.25,Ursa Major
48356,4.11,147.86951033,-14.84654997,11.92,18.68,-21.88,9.857967355333333,1991.25,Hydra
48374,4.58,147.91953494,-46.54764424,3.01,-24.41,9.8,9.861302329333334,1991.25,Vela
48402,4.55,148.02650069,54.06428574,7.47,-4.21,19.18,9.868433379333334,1991.25,Ursa Major
48455,3.88,148.19149028,26.00708498,24.52,-216.29,-54.92,9.879432685333335,1991.25,Leo
48559,4.87,148.55182725,-25.93248205,9.71,-183.95,56.56,9.903455150000001,1991.25,Hydra
48615,4.94,148.71765461,-19.00926985,4.62,-46.09,-37.04,9.914510307333334,1991.25,Hydra
48774,3.52,149.2156452,-54.5677973,1.69,-13.13,2.83,9.94770968,1991.25,Vela
49029,4.68,150.05343468,8.04427686,6.21,-30.06,-22.11,10.003562312000001,1991.25,Leo
49402,4.6,151.28121856,-13.06467435,11.77,-37.48,19.9,10.085414570666668,1991.25,Hydra
49583,3.48,151.83313948,16.76266572,1.53,-1.94,-0.53,10.122209298666666,1991.25,Leo
49593,4.49,151.85718812,35.24469176,35.78,50.97,0.64,10.123812541333333,1991.25,Leo Minor
49637,4.39,151.9763285,9.99766389,11.89,-81.1,-64.2,10.131755233333333,1991.25,Leo
49641,4.48,151.98456489,-0.37162786,11.35,-26.17,-3.65,10.132304326,1991.25,Sextans
49669,1.36,152.09358075,11.96719513,42.09,-249.4,4.91,10.13957205,1991.25,Leo
49712,4.85,152.23439032,-51.81126187,3.01,-14.6,0.51,10.148959354666665,1991.25,Vela
49841,3.61,152.64748785,-12.35383921,28.44,-200.33,-100.28,10.17649919,1991.25,Hydra
50099,3.29,153.43449551,-70.03792169,8.81,-35.73,7.55,10.228966367333333,1991.25,Carina
50191,3.85,153.68447399,-42.12206281,31.72,-150.68,49.84,10.245631599333333,1991.25,Vela
50335,3.43,154.17251805,23.4173284,12.56,19.84,-7.3,10.27816787,1991.25,Leo
50371,3.39,154.27085535,-61.33231977,4.43,-24.25,6.38,10.28472369,1991.25,Carina
50372,3.45,154.27469564,42.91446855,24.27,-170.11,-42.64,10.284979709333333,1991.25,Ursa Major
50555,4.59,154.90318833,-55.02931452,2.19,-14.79,4.03,10.326879222,1991.25,Vela
50564,4.78,154.93462599,19.47143591,47.24,-229.99,-214.66,10.328975066,1991.25,Leo
50583,2.01,154.99234054,19.84186032,25.96,310.77,-152.88,10.332822702666666,1991.25,Leo
50676,4.5,155.22839581,-56.04322401,2.34,-18.15,1.49,10.348559720666666,1991.25,Vela
50799,4.82,155.58169175,-41.65010791,16.26,-27.23,60.77,10.372112783333334,1991.25,Vela
50801,3.06,155.58251355,41.4994335,13.11,-80.47,34.1,10.372167569999998,1991.25,Ursa Major
50847,4.97,155.74241361,-66.90152522,7.59,-22.84,11.04,10.382827574,1991.25,Carina
50933,4.94,156.03274518,65.56647366,10.84,-8.93,-20.83,10.402183012,1991.25,Ursa Major
50954,3.99,156.09891874,-74.03154474,61.67,-16.12,-27.63,10.406594582666665,1991.25,Carina
51056,4.72,156.47861301,33.79626364,15.76,-75.28,-59.0,10.431907534,1991.25,Leo Minor
51069,3.83,156.52293768,-16.83609584,13.14,-128.51,-80.06,10.434862512,1991.25,Hydra
51172,4.28,156.78814953,-31.06780228,8.9,-80.42,9.63,10.452543302,1991.25,Antlia
51192,4.65,156.85199279,-57.63881373,-0.01,-6.71,3.72,10.456799519333334,1991.25,Carina
51232,3.81,156.96977108,-58.73940856,3.13,-13.25,2.21,10.464651405333333,1991.25,Carina
51233,4.2,156.97121865,36.70747818,22.34,-127.52,-109.62,10.46474791,1991.25,Leo Minor
51438,4.72,157.58364619,-71.99271995,12.6,27.94,-30.04,10.505576412666667,1991.25,Carina
51459,4.82,157.65735143,55.98061759,77.82,-177.02,-33.45,10.510490095333333,1991.25,Ursa Major
51495,4.94,157.75864399,-73.2215089,3.38,-7.45,7.64,10.517242932666667,1991.25,Carina
51523,4.89,157.84264509,-53.7159928,45.72,-418.76,209.46,10.522843005999999,1991.25,Vela
51576,3.3,158.0061825,-61.68536031,6.56,-16.59,11.42,10.5337455,1991.25,Carina
51624,3.84,158.20281305,9.30659431,0.57,-5.57,-3.59,10.546854203333334,1991.25,Leo
51658,4.72,158.30832166,40.42554046,29.13,-142.04,8.0,10.553888110666666,1991.25,Ursa Major
51808,4.86,158.77328496,75.71298403,12.68,-45.58,-14.96,10.584885664000002,1991.25,Draco
51839,4.11,158.86757668,-78.60781379,7.89,-38.0,11.53,10.591171778666668,1991.25,Chamaleon
51849,4.45,158.89714422,-57.55763551,2.37,-15.43,-0.16,10.593142948,1991.25,Carina
51979,4.87,159.30749487,-27.41268661,6.8,-112.98,21.52,10.620499658,1991.25,Hydra
51986,3.84,159.32606984,-48.22561631,37.71,-131.48,-1.58,10.621737989333333,1991.25,Vela
52009,4.89,159.38853109,-13.38445095,6.18,41.74,-37.83,10.625902072666666,1991.25,Hydra
52085,4.91,159.6458878,-16.87663687,14.52,-98.57,26.75,10.643059186666667,1991.25,Hydra
52098,4.68,159.68005265,31.97622008,6.88,0.1,7.18,10.645336843333332,1991.25,Leo Minor
52102,4.69,159.68755215,-59.18299905,1.76,-14.29,0.79,10.645836809999999,1991.25,Carina
52154,4.29,159.82671887,-55.60327905,3.62,-18.87,4.31,10.655114591333334,1991.25,Vela
52370,4.76,160.55893343,-64.4664538,7.15,-17.75,11.27,10.703928895333332,1991.25,Carina
52419,2.74,160.73927802,-64.39447937,7.43,-18.87,12.06,10.715951868,1991.25,Carina
52468,4.58,160.88461543,-60.56662705,3.06,-15.22,3.12,10.725641028666667,1991.25,Carina
52502,4.8,161.02890478,-63.9611007,6.74,-17.06,11.97,10.735260318666667,1991.25,Carina
52633,4.45,161.44639899,-80.54020283,8.97,-37.33,6.19,10.763093266,1991.25,Chamaleon
52727,2.69,161.69217542,-49.42012517,28.18,62.55,-53.57,10.779478361333334,1991.25,Vela
52736,4.87,161.71351737,-64.38349702,7.26,-18.61,9.33,10.780901158,1991.25,Carina
52943,3.11,162.40596699,-16.19413208,23.54,92.77,199.02,10.827064466,1991.25,Hydra
53229,3.79,163.32766612,34.21556641,33.4,92.47,-286.06,10.888511074666667,1991.25,Leo Minor
53253,3.78,163.3731926,-58.85326474,33.71,79.75,38.65,10.891546173333333,1991.25,Carina
53295,4.66,163.49460834,43.19001538,12.22,44.78,-24.43,10.899640556000001,1991.25,Ursa Major
53417,4.3,163.90353339,24.74975451,11.29,-78.41,-14.89,10.926902226000001,1991.25,Leo
53502,4.6,164.17915128,-37.1374629,16.4,74.96,-124.5,10.945276752000002,1991.25,Antlia
53740,4.08,164.94478664,-18.29909723,18.71,-462.39,129.11,10.996319109333333,1991.25,Crater
53773,4.37,165.03852431,-42.22586959,15.99,23.0,4.5,11.002568287333334,1991.25,Vela
53807,4.84,165.14016441,3.61753351,9.54,15.66,-16.24,11.009344294,1991.25,Leo
53824,4.98,165.18680144,6.10150342,21.61,-51.03,-22.24,11.012453429333334,1991.25,Leo
53907,4.73,165.45695372,-2.48449705,6.34,9.58,-36.11,11.030463581333333,1991.25,Leo
53910,2.34,165.4599615,56.38234478,41.07,81.66,33.74,11.0306641,1991.25,Ursa Major
53954,4.42,165.58242155,20.17974575,26.37,-9.6,39.57,11.038828103333334,1991.25,Leo
54061,1.81,165.93265365,61.75111888,26.38,-136.46,-35.25,11.06217691,1991.25,Ursa Major
54182,4.62,166.25512463,7.33612254,34.54,-344.41,-47.4,11.083674975333334,1991.25,Leo
54204,4.92,166.33346925,-27.29359566,22.98,-190.74,-6.87,11.08889795,1991.25,Hydra
54301,4.62,166.6353096,-62.42413654,8.82,-36.83,9.57,11.10902064,1991.25,Carina
54463,3.93,167.14748181,-58.97504198,0.55,-5.03,2.09,11.143165454,1991.25,Carina
54539,3.0,167.41608092,44.49855337,22.21,-62.35,-27.38,11.161072061333334,1991.25,Ursa Major
54682,4.46,167.91452617,-22.82560642,12.26,4.73,-99.06,11.194301744666665,1991.25,Crater
54751,4.59,168.15008453,-60.3176307,0.26,-6.23,2.33,11.210005635333333,1991.25,Carina
54872,2.56,168.52671705,20.52403384,56.52,143.31,-130.43,11.235114470000001,1991.25,Leo
54879,3.33,168.56017036,15.4297631,18.36,-59.01,-79.37,11.237344690666667,1991.25,Leo
54951,4.56,168.80101292,23.09552528,0.49,-22.24,-9.48,11.253400861333335,1991.25,Leo
55084,4.45,169.16568371,-3.65151412,16.69,-108.15,-35.76,11.277712247333334,1991.25,Leo
55219,3.49,169.61981385,33.09423881,7.74,-26.61,27.51,11.307987590000002,1991.25,Ursa Major
55266,4.76,169.78309755,38.18572227,17.82,-57.15,-68.1,11.31887317,1991.25,Ursa Major
55282,3.56,169.83551103,-14.77904358,16.75,-124.47,206.61,11.322367402,1991.25,Crater
55425,3.9,170.25184266,-54.49101395,10.15,-35.32,-2.2,11.350122844,1991.25,Centaurus
55434,4.05,170.28436733,6.02935289,15.24,-91.76,-12.83,11.352291155333335,1991.25,Leo
55560,4.99,170.70672415,43.48273665,6.63,-36.87,-13.85,11.380448276666668,1991.25,Ursa Major
55642,4.0,170.98070334,10.52969772,41.26,140.75,-77.8,11.398713555999999,1991.25,Leo
55687,4.81,171.15252245,-10.85938276,8.95,-24.14,24.46,11.410168163333333,1991.25,Crater
55705,4.06,171.22076335,-17.68401748,38.9,-97.01,3.22,11.414717556666666,1991.25,Crater
55945,4.95,171.98429124,2.85629071,5.25,17.32,-10.41,11.465619416000001,1991.25,Leo
56127,4.77,172.57867422,-3.00345887,5.4,19.78,-17.14,11.505244948000001,1991.25,Leo
56211,3.82,172.85120199,69.33112161,9.76,-41.14,-18.79,11.523413466,1991.25,Draco
56280,4.93,173.06840611,-29.26137351,37.44,-20.32,144.4,11.537893740666668,1991.25,Hydra
56343,3.54,173.25107936,-31.85752405,25.23,-209.09,-41.6,11.550071957333333,1991.25,Hydra
56480,4.62,173.69046642,-54.26413167,7.04,-55.55,16.64,11.579364428,1991.25,Centaurus
56561,3.11,173.94553448,-63.01982488,7.96,-33.84,-6.87,11.596368965333333,1991.25,Centaurus
56633,4.7,174.17061875,-9.80225368,10.7,-59.32,2.82,11.611374583333333,1991.25,Crater
56647,4.3,174.23720774,-0.82385424,18.31,1.3,43.43,11.615813849333334,1991.25,Leo
56922,4.7,175.05341839,-34.7446553,6.59,-44.04,-1.84,11.670227892666666,1991.25,Hydra
56986,4.93,175.22355273,-62.09010401,4.47,-15.0,1.08,11.681570182,1991.25,Centaurus
57283,4.71,176.19066226,-18.35061467,9.31,27.15,-24.56,11.746044150666668,1991.25,Crater
57328,4.84,176.32085333,8.25817475,27.29,59.66,-22.8,11.754723555333333,1991.25,Virgo
57363,3.63,176.40236386,-66.72884344,25.42,-100.42,33.21,11.760157590666667,1991.25,Musca
57380,4.04,176.46487734,6.52981394,10.42,-19.65,-180.02,11.764325156,1991.25,Virgo
57399,3.69,176.51305887,47.77933701,16.64,-138.38,28.37,11.767537258,1991.25,Ursa Major
57439,4.11,176.62853753,-61.17835907,7.51,-21.85,-16.23,11.775235835333332,1991.25,Centaurus
57443,4.89,176.63436255,-40.50133452,108.23,-1531.69,403.41,11.775624169999999,1991.25,Centaurus
57565,4.5,176.9967765,20.21894121,14.4,-145.47,-4.04,11.799785100000001,1991.25,Leo
57581,4.75,177.06037263,-66.81487085,7.55,30.77,-16.25,11.804024841999999,1991.25,Musca
57632,2.14,177.26615977,14.57233687,90.16,-499.02,-113.78,11.817743984666667,1991.25,Leo
57669,4.3,177.42120019,-63.78848906,7.1,-17.93,4.44,11.828080012666668,1991.25,Centaurus
57696,4.98,177.48594609,-70.2257858,2.24,-7.61,-1.96,11.832396405999999,1991.25,Musca
57757,3.59,177.67202553,1.76537705,91.74,740.96,-271.18,11.844801702000002,1991.25,Virgo
57803,4.47,177.78646511,-45.1734495,7.03,-72.42,-8.62,11.852431007333333,1991.25,Centaurus
57851,4.89,177.96363695,-65.20589445,9.64,-34.37,-6.55,11.864242463333333,1991.25,Musca
57936,4.29,178.22733867,-33.90813014,8.93,-58.02,2.4,11.881822578,1991.25,Hydra
58001,2.41,178.45725536,53.69473296,38.99,107.76,11.16,11.897150357333334,1991.25,Ursa Major
58484,4.88,179.90704708,-78.22181833,8.95,-41.24,-8.48,11.993803138666667,1991.25,Chamaleon
58590,4.65,180.21829289,6.61439464,9.16,-0.25,-29.71,12.014552859333332,1991.25,Virgo
58758,4.32,180.75707974,-63.31294495,14.19,-152.53,6.1,12.050471982666666,1991.25,Crux 
58867,4.72,181.08015725,-63.16571094,4.33,-17.19,-0.01,12.072010483333335,1991.25,Crux 
58948,4.12,181.30279,8.73284563,19.08,-220.32,57.52,12.086852666666665,1991.25,Virgo
59072,4.14,181.72022021,-64.61363898,50.79,34.27,-37.49,12.114681347333335,1991.25,Crux 
59173,4.46,182.02190127,-50.66125439,8.68,-34.07,-9.85,12.134793418,1991.25,Centaurus
59196,2.58,182.08976505,-50.72240999,8.25,-47.53,-6.42,12.13931767,1991.25,Centaurus
59199,4.02,182.10313607,-24.72877993,67.71,100.18,-39.33,12.140209071333334,1991.25,Corvus
59316,3.02,182.53135773,-22.61979211,10.75,-71.52,10.55,12.168757182,1991.25,Corvus
59449,3.97,182.9131309,-52.36841559,9.53,-42.17,-18.39,12.194208726666666,1991.25,Centaurus
59747,2.79,183.78648733,-58.74890179,8.96,-36.68,-10.72,12.252432488666667,1991.25,Crux 
59774,3.32,183.85603795,57.03259792,40.05,103.56,7.81,12.257069196666666,1991.25,Ursa Major
59803,2.58,183.95194937,-17.5419837,19.78,-159.58,22.31,12.263463291333332,1991.25,Corvus
59847,4.93,184.08564668,23.94542332,13.12,-26.85,-5.91,12.272376445333332,1991.25,Coma Berenices
59856,4.99,184.1257284,33.06179861,10.65,-54.87,-111.87,12.27504856,1991.25,Coma Berenices
59929,4.06,184.39431802,-67.96067161,10.8,-231.26,-26.37,12.292954534666666,1991.25,Musca
60000,4.24,184.58726633,-79.31226899,12.05,-38.07,12.0,12.305817755333333,1991.25,Chamaleon
60009,4.06,184.609553,-64.00304555,9.03,-33.19,-10.38,12.307303533333334,1991.25,Crux 
60129,3.89,184.97663096,-0.66674709,13.06,-59.14,-23.13,12.331775397333333,1991.25,Virgo
60172,4.97,185.08813566,3.31272688,11.43,-293.82,-62.85,12.339209044,1991.25,Virgo
60202,4.72,185.17955477,17.79265307,9.04,-109.67,88.5,12.345303651333333,1991.25,Coma Berenices
60260,3.59,185.34088036,-60.40136988,14.3,-171.06,91.82,12.356058690666666,1991.25,Crux 
60351,4.78,185.62632982,25.84618178,11.93,-10.75,-8.85,12.375088654666666,1991.25,Coma Berenices
60485,4.76,186.00617625,51.56222925,8.3,13.15,11.32,12.40041175,1991.25,Canes Venatici
60697,4.92,186.60030726,27.26826273,11.92,-14.8,-10.4,12.440020484,1991.25,Coma Berenices
60710,4.82,186.63245078,-51.4506115,8.16,-31.04,-9.83,12.442163385333334,1991.25,Centaurus
60718,0.77,186.64975585,-63.09905586,10.17,-35.37,-14.73,12.443317056666666,1991.25,Crux 
60742,4.35,186.73469831,28.26861975,19.18,-83.41,-80.99,12.448979887333333,1991.25,Coma Berenices
60746,4.98,186.74710034,26.8257216,11.56,-11.58,-9.23,12.449806689333334,1991.25,Coma Berenices
60823,3.91,187.01004828,-50.2306048,7.36,-32.49,-12.41,12.467336552,1991.25,Centaurus
60965,2.94,187.4665965,-16.51509397,37.11,-209.97,-139.3,12.4977731,1991.25,Corvus
61084,1.59,187.79137202,-57.11256922,37.09,27.94,-264.33,12.519424801333335,1991.25,Crux 
61174,4.3,188.01868646,-16.19586556,54.92,-424.37,-58.41,12.534579097333333,1991.25,Corvus
