,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,constellation
109289,4.99,332.10803368,-34.04372111,6.18,5.98,-49.37,22.140535578666668,1991.25,Pisces Austrinus
109400,4.79,332.45152906,72.34119936,8.64,33.39,3.09,22.163435270666664,1991.25,Cepheus
109410,4.28,332.49688603,33.17826747,12.96,-12.34,-17.94,22.166459068666665,1991.25,Pegasus
109422,4.94,332.53534803,-32.54844042,53.36,428.62,13.83,22.169023202,1991.25,Pisces Austrinus
109427,3.52,332.54924902,6.197789,33.77,281.96,31.23,22.169949934666665,1991.25,Pegasus
109492,3.39,332.71359131,58.20124992,4.49,13.35,4.49,22.180906087333334,1991.25,Cepheus
109754,4.5,333.46958944,39.71488928,5.79,37.65,15.55,22.231305962666667,1991.25,Lacerta
109857,4.18,333.75699582,57.04346522,38.86,476.45,50.0,22.250466388,1991.25,Cepheus
109908,4.79,333.90368669,-41.34675029,12.44,46.04,20.45,22.26024577933333,1991.25,Grus
109937,4.14,333.9923757,37.74873483,5.2,8.74,0.76,22.26615838,1991.25,Lacerta
110003,4.17,334.20819329,-7.78323706,17.04,118.95,-21.91,22.280546219333335,1991.25,Aquarius
110130,2.87,334.62574257,-60.25949486,16.42,-71.48,-38.15,22.308382838,1991.25,Tucana
110351,4.55,335.25636792,46.53656484,6.4,21.72,1.92,22.350424528,1991.25,Lacerta
110371,4.78,335.33053166,28.33051592,5.37,17.42,5.6,22.355368777333336,1991.25,Pegasus
110386,4.82,335.37946377,12.20517262,3.36,6.21,5.54,22.358630918,1991.25,Pegasus
110395,3.86,335.41374983,-1.38735315,20.67,129.24,8.9,22.36091665533333,1991.25,Aquarius
110538,4.42,335.89015172,52.22949951,19.21,-13.56,-186.37,22.392676781333332,1991.25,Lacerta
110609,4.55,336.1291488,49.47640074,1.54,-5.12,-3.37,22.40860992,1991.25,Lacerta
110672,4.8,336.31921857,1.37739245,2.96,18.38,3.35,22.421281238,1991.25,Aquarius
110838,4.51,336.83280453,-64.96637927,12.21,68.68,10.21,22.455520302,1991.25,Tucana
110882,4.78,336.96448769,4.6964107,20.39,77.29,-307.36,22.464299179333334,1991.25,Pegasus
110960,3.65,337.20750231,-0.02006304,31.53,191.32,37.47,22.480500154,1991.25,Aquarius
110991,4.07,337.29269975,58.4151899,3.32,16.47,3.55,22.486179983333333,1991.25,Cepheus
110997,3.97,337.31730866,-43.49555433,11.03,25.62,-4.23,22.48782057733333,1991.25,Grus
111022,4.34,337.38259473,47.70689488,2.8,-0.6,-3.37,22.492172982,1991.25,Lacerta
111043,4.12,337.4393561,-43.74922804,10.04,-14.93,1.79,22.495957073333333,1991.25,Grus
111104,4.52,337.62192333,43.12338985,2.38,-2.05,-5.76,22.508128222,1991.25,Lacerta
111123,4.82,337.66172918,-10.67788619,12.29,1.79,-26.26,22.510781945333335,1991.25,Aquarius
111169,3.76,337.82239898,50.28244976,31.86,137.22,17.15,22.521493265333334,1991.25,Lacerta
111188,4.29,337.87620651,-32.34602798,21.99,59.64,-18.7,22.525080434,1991.25,Pisces Austrinus
111310,4.91,338.2500526,-61.982073,11.96,40.82,-20.14,22.550003506666666,1991.25,Tucana
111497,4.04,338.83887054,-0.11736123,17.77,88.56,-56.1,22.589258036,1991.25,Aquarius
111674,4.64,339.34360749,51.54537399,18.95,-51.31,-103.34,22.622907166,1991.25,Lacerta
111841,4.89,339.81532883,39.05028301,3.08,-0.29,-5.7,22.654355255333332,1991.25,Lacerta
111944,4.5,340.12825981,44.27628068,10.81,94.18,10.0,22.675217320666665,1991.25,Lacerta
111954,4.18,340.16385653,-27.0436148,4.38,22.01,-0.88,22.677590435333332,1991.25,Pisces Austrinus
112029,3.41,340.36531181,10.83139111,15.64,77.38,-10.98,22.691020787333333,1991.25,Pegasus
112051,4.8,340.43920724,29.3076892,10.7,-2.03,-19.96,22.695947149333332,1991.25,Pegasus
112122,2.07,340.66639531,-46.88456594,19.17,135.68,-4.51,22.711093020666667,1991.25,Grus
112158,2.93,340.75053573,30.22130866,15.18,13.11,-26.11,22.716702382,1991.25,Pegasus
112203,4.84,340.87486957,-41.41411843,14.71,10.23,-93.95,22.724991304666666,1991.25,Grus
112211,4.68,340.89688564,-18.83030716,6.73,-31.4,-28.02,22.726459042666665,1991.25,Aquarius
112374,4.84,341.4077169,-53.50016316,8.27,30.62,17.34,22.760514460000003,1991.25,Grus
112405,4.13,341.51551393,-81.38161731,23.23,-55.35,0.88,22.767700928666667,1991.25,Octans
112440,3.97,341.63267663,23.56567939,8.26,56.99,-10.46,22.77551177533333,1991.25,Pegasus
112447,4.2,341.67267295,12.17408381,61.54,233.06,-492.04,22.778178196666666,1991.25,Pegasus
112519,4.77,341.87061429,83.15371558,10.06,23.65,47.21,22.791374286,1991.25,Cepheus
112623,3.49,342.13832136,-51.31670354,25.16,108.47,-65.93,22.809221424,1991.25,Grus
112716,4.05,342.39795761,-13.59253756,8.58,-12.58,-38.8,22.826530507333334,1991.25,Aquarius
112724,3.5,342.42046735,66.20071089,28.27,-66.1,-124.74,22.82803115666667,1991.25,Cepheus
112748,3.51,342.5004181,24.60168486,27.95,144.11,-43.44,22.833361206666666,1991.25,Pegasus
112917,4.95,343.00811365,43.31236494,9.99,109.36,21.54,22.867207576666665,1991.25,Lacerta
112948,4.46,343.13149128,-32.87545019,14.67,-33.32,-22.15,22.875432752,1991.25,Pisces Austrinus
112961,3.73,343.15360192,-7.57967878,8.33,19.51,32.71,22.87690679466667,1991.25,Aquarius
113116,4.7,343.60160144,84.34611856,8.35,98.45,23.89,22.906773429333334,1991.25,Cepheus
113136,3.27,343.6626635,-15.82075994,20.44,-44.08,-24.81,22.910844233333332,1991.25,Aquarius
113186,4.91,343.80676809,8.81609536,11.55,81.88,29.03,22.920451206,1991.25,Pegasus
113246,4.2,343.98705005,-32.53970196,19.14,10.84,30.32,22.932470003333332,1991.25,Pisces Austrinus
113288,4.99,344.10832784,49.73355094,1.74,0.05,-2.87,22.940555189333335,1991.25,Lacerta
113368,1.17,344.41177323,-29.62183701,130.08,329.22,-164.22,22.960784882,1991.25,Pisces Austrinus
113638,4.11,345.22030979,-52.75410562,28.99,-65.09,-12.91,23.014687319333333,1991.25,Grus
113726,3.62,345.48019377,42.32597866,4.71,22.47,0.24,23.032012918000003,1991.25,Andromeda
113881,2.44,345.94305575,28.08245462,16.37,187.76,137.61,23.062870383333333,1991.25,Pegasus
113889,4.48,345.9691938,3.82006998,6.62,12.86,-10.13,23.064612920000002,1991.25,Pisces
113919,4.64,346.04513231,50.05168397,18.2,166.7,167.3,23.06967548733333,1991.25,Andromeda
113963,2.49,346.1900702,15.20536786,23.36,61.1,-42.56,23.07933801333333,1991.25,Pegasus
114104,4.84,346.65337433,59.41976474,2.95,6.77,-1.97,23.110224955333333,1991.25,Cassiopeia
114119,4.48,346.67003033,-23.7431168,17.32,59.9,0.53,23.11133535533333,1991.25,Aquarius
114131,4.28,346.71986858,-43.52032436,24.51,-48.35,-13.98,23.114657905333335,1991.25,Grus
114144,4.54,346.75106602,9.40952259,10.13,6.73,-12.76,23.116737734666668,1991.25,Pegasus
114155,4.76,346.77807997,25.46833959,6.07,0.26,-33.31,23.11853866466667,1991.25,Pegasus
114222,4.41,346.97432546,75.3875815,14.83,5.74,-35.1,23.131621697333333,1991.25,Cepheus
114341,3.68,347.36150879,-21.17248555,13.96,55.99,31.25,23.157433919333336,1991.25,Aquarius
114375,4.71,347.47865379,-22.45759248,6.26,35.92,-7.79,23.165243586,1991.25,Aquarius
114421,3.88,347.58928308,-45.24664747,17.63,132.42,-26.27,23.172618871999997,1991.25,Grus
114570,4.53,348.13717883,49.40597489,40.82,89.78,95.57,23.209145255333333,1991.25,Andromeda
114724,4.22,348.58055219,-6.0485268,14.68,46.22,-195.85,23.23870347933333,1991.25,Aquarius
114855,4.24,348.97198728,-9.08769554,21.97,368.56,-17.02,23.264799152000002,1991.25,Aquarius
114939,4.93,349.21229368,-7.72646619,5.09,-18.66,-15.43,23.28081957866667,1991.25,Aquarius
114971,3.7,349.28955677,3.28224524,24.92,760.35,17.96,23.285970451333334,1991.25,Pisces
114996,3.99,349.35755018,-58.23592762,45.4,-34.93,79.59,23.29050334533333,1991.25,Tucana
115022,4.82,349.43590129,49.01528336,4.98,34.48,6.74,23.295726752666667,1991.25,Andromeda
115033,4.41,349.47584844,-9.1824899,10.13,19.63,-9.64,23.298389896,1991.25,Aquarius
115088,4.75,349.6558621,68.11141807,15.48,54.88,10.91,23.310390806666664,1991.25,Cepheus
115102,4.41,349.70594501,-32.53183574,18.24,19.65,-78.57,23.313729667333334,1991.25,Sculptor
115115,4.99,349.74021218,-9.610731,13.1,43.47,-7.8,23.316014145333334,1991.25,Aquarius
115250,4.58,350.1592632,23.7403592,19.5,30.48,-9.14,23.34395088,1991.25,Pegasus
115438,3.96,350.7429228,-20.10034505,20.14,-120.27,-96.7,23.38286152,1991.25,Aquarius
115590,4.96,351.20936267,62.28283877,4.23,12.24,-13.25,23.413957511333333,1991.25,Cassiopeia
115623,4.42,351.3444225,23.40401243,18.83,193.12,36.47,23.4229615,1991.25,Pegasus
115669,4.38,351.51173897,-20.64186122,10.57,-50.13,-62.97,23.434115931333334,1991.25,Aquarius
115738,4.95,351.73293881,1.25583758,20.12,85.6,-94.43,23.448862587333334,1991.25,Pisces
115830,4.27,351.99236589,6.37909727,20.54,-123.83,-43.26,23.466157726,1991.25,Pisces
115919,4.54,352.28858456,12.76049243,18.34,59.62,25.18,23.485905637333335,1991.25,Pegasus
115990,4.89,352.50799782,58.54890978,5.67,18.67,4.22,23.500533188000002,1991.25,Cassiopeia
116231,4.38,353.2424506,-37.81835895,18.28,96.39,37.58,23.549496706666666,1991.25,Sculptor
116247,4.7,353.31927128,-20.91452506,10.18,-2.55,8.64,23.554618085333335,1991.25,Aquarius
116310,4.97,353.48813881,31.32532196,5.95,50.22,-18.45,23.565875920666667,1991.25,Pegasus
116389,4.69,353.76887742,-42.61510105,11.92,42.18,10.78,23.584591828,1991.25,Phoenix
116584,3.81,354.3904487,46.45917621,38.74,159.22,-421.46,23.626029913333333,1991.25,Andromeda
116602,4.74,354.46223051,-45.49232134,16.26,71.36,-12.34,23.630815367333334,1991.25,Phoenix
116631,4.29,354.53407969,43.2680761,6.49,27.72,-1.21,23.635605312666666,1991.25,Andromeda
116727,3.21,354.83742516,77.63196681,72.5,-48.85,127.18,23.655828344,1991.25,Cepheus
116758,4.97,354.94598676,-14.22204281,24.38,51.8,-55.58,23.663065784,1991.25,Aquarius
116771,4.13,354.98675133,5.62735374,72.51,376.32,-437.0,23.665783422,1991.25,Pisces
116805,4.15,355.10184089,44.33397776,19.22,81.33,-18.96,23.673456059333333,1991.25,Andromeda
116901,4.82,355.44082263,-17.81653327,5.07,13.93,0.11,23.696054842000002,1991.25,Aquarius
116928,4.49,355.51200741,1.7804172,32.38,-129.55,-154.87,23.700800494000003,1991.25,Pisces
116971,4.49,355.68035357,-14.54474243,21.16,98.35,-66.78,23.712023571333336,1991.25,Aquarius
117073,4.93,355.99765846,29.36155278,13.91,71.44,-40.78,23.73317723066667,1991.25,Pegasus
117221,4.97,356.50849555,46.42029095,2.49,9.05,-6.25,23.767233036666667,1991.25,Andromeda
117245,4.95,356.59807048,3.48687164,4.29,-35.0,-25.0,23.773204698666667,1991.25,Pisces
117301,4.88,356.76411116,58.65185164,18.88,60.7,56.69,23.784274077333336,1991.25,Cassiopeia
117452,4.59,357.23116631,-28.1300148,22.73,100.03,-104.04,23.815411087333334,1991.25,Sculptor
117863,4.51,358.59598888,57.49939052,0.28,-4.54,-3.45,23.906399258666667,1991.25,Cassiopeia
118131,4.63,359.43979002,25.14147936,7.54,-36.06,-32.25,23.962652667999997,1991.25,Pegasus
118209,4.88,359.66837736,-3.55580738,14.58,-56.52,-72.34,23.977891824,1991.25,Pisces
118243,4.88,359.75220729,55.75494069,2.14,9.26,-5.09,23.983480486,1991.25,Cassiopeia
118268,4.03,359.82750994,6.86359373,30.78,148.49,-112.16,23.98850066266667,1991.25,Pisces
118322,4.49,359.97879195,-65.57707774,8.71,48.63,-22.33,23.99858613,1991.25,Tucana
